"";"DATE";"HDenomination";"HMotifs";"CEMotifsDenominations";"NormCEMotifsDenominations"
"Chios";390;0;0;0;NA
"Crete ";390;0;0;0;NA
"Cyrene";405;0;0;0;NA
"Dardanus";390;0;0;0;NA
"Hyria";390;0;1,42706104338072;1,42706104338072;1
"Mallus";390;0;0;0;NA
"Mycalessus";390;0;0;0;NA
"Nola";390;0;0,693147180559945;0,693147180559945;1
"Orchomenus";390;0,693147180559945;0;0;NA
"Pamphylia ";390;0;0;0;NA
"Pharae";390;0;0;0;NA
"Tanagra";390;0;0;0;NA
"Tenedos";390;0,693147180559945;0,693147180559945;0;0
"Teuthrania";390;0;0;0;NA
"Thracian Chersonese ";390;0;0;0;NA
"Amisus";405;0;0;0;NA
"Antandrus";405;0;0;0;NA
"Bithynia ";405;0;0;0;NA
"Boeotian League ";405;1,79175946922805;1,12692879480068;0,346573590279973;0,307538144272259
"Bruttium ";405;0;0;0;NA
"Colchis";405;0,693147180559945;0,693147180559945;0;0
"Cumae";405;0;0,693147180559945;0,693147180559945;1
"Delphi";405;0;0;0;NA
"Mesembria";405;0;0;0;NA
"Methymna";405;0;0;0;NA
"Pheneos";405;0;0;0;NA
"Propontis ";405;0;0;0;NA
"Rhegium";405;1,05492016798614;1,33217904021012;0,277258872223978;0,208124331531478
"Sinde";405;0;0;0;NA
"Soli";405;0;0;0;NA
"Abydus";370;0;0;0;NA
"Acarnanian League ";350;0;0;0;NA
"Alaesa";330;0;1,09861228866811;1,09861228866811;1
"Apollonia Pontica";405;1,03972077083992;1,38629436111989;0,346573590279973;0,25
"Argos";390;0;0;0;NA
"Byzantium";370;1,52295506753132;1,67698777432242;0,308065413582198;0,183701645473636
"Calchedon";370;1,54845383203695;1,44691898293633;0,535975936178396;0,370425671719854
"Caria ";370;1,09861228866811;1,32966134885476;0,462098120373297;0,34753068574288
"Carthage";405;0,693147180559945;0,693147180559945;0;0
"Centuripae";415;0;0;0;NA
"Cercinitis";330;0;0,693147180559945;0,693147180559945;1
"Chalcedon";405;0;0;0;NA
"Citium ";330;0;0;0;NA
"Elaea";330;0;0;0;NA
"Enna";330;0;0;0;NA
"Ephesus";390;0;0;0;NA
"Epirote Kingdom ";330;0;0;0;NA
"Euboea";415;0;0;0;NA
"Heraclea ";330;0;0;0;NA
"Heraclea Pontica";415;1,56071040904141;0,450561208866305;0;0
"Herbessus";330;0;0;0;NA
"Hipponium";330;0;1,09861228866811;1,09861228866811;1
"Lesbos";330;0;0;0;NA
"Locri";330;0;0,693147180559945;0,693147180559945;1
"Macedonia";415;0,636514168294813;0,636514168294813;0;0
"Metapontum";370;0;1,09861228866811;1,09861228866811;1
"Morgantina";415;0;0;0;NA
"Mytilene";415;0;0;0;NA
"Mytistratus";330;0;0;0;NA
"Olbia";370;0;1,50927342377754;1,50927342377754;1
"Olympia";405;0,693147180559945;0,693147180559945;0;0
"Paeonia ";350;0;0;0;NA
"Panticapaeum";390;0;0,636514168294813;0,636514168294813;1
"Petra";330;0;0;0;NA
"Phaestus";330;0;0;0;NA
"Philippi";350;0,693147180559945;0,693147180559945;0;0
"Phoenicia ";370;0;0;0;NA
"Rhodes";330;0,562335144618808;1,38629436111989;0,823959216501082;0,594360937770434
"Salamis ";405;0;0;0;NA
"Sicily ";405;0;0;0;NA
"Sidon ";390;0;0;0;NA
"Sinope";415;0,529706199057655;1,31078367809971;0,993248868473664;0,757751935020742
"Syracuse";415;1,37605528526042;2,20559835902639;0,829543073765977;0,376107948381027
"Tarentum";415;0;1,38629436111989;1,38629436111989;1
"Tarsus";390;0,796311640173813;1,94591014905531;1,1495985088815;0,59077676810494
"Thessalian League ";370;0;1,09861228866811;1,09861228866811;1
"Thrace";415;0;0;0;NA
"Velia";415;0,636514168294813;1,09861228866811;0,462098120373297;0,420619835714305
"Abdera";415;0,994923632571775;2,39789527279837;1,4029716402266;0,585084618224094
"Ambracia";350;0,271189373041844;2,45831132968308;2,18712195664124;0,889684691370314
"Amphipolis";390;0;0;0;NA
"Aspendus";350;0;0;0;NA
"Cappadocia ";350;0;0;0;NA
"Carystus";350;0;0;0;NA
"Chersonesus";350;0,796311640173813;1,27703425946614;0,951556457292944;0,745129936992247
"Cierium";350;0;0;0;NA
"Cilicia ";370;0;0,693147180559945;0,693147180559945;1
"Clazomenae";350;0;0;0;NA
"Crithote";350;0;0;0;NA
"Croton";405;1,04083983742324;2,5126585295298;1,55846208967656;0,620244283638571
"Cyprus";415;0;0;0;NA
"Dionysius I and Dionysius II";350;0,955699891112534;1,94591014905531;0,990210257942779;0,508867410154317
"Dyrrhachium";405;0;0,693147180559945;0,693147180559945;1
"Elis";415;0;0,693147180559945;0,693147180559945;1
"Epidaurus";350;0;0;0;NA
"Erythrae";350;0;0;0;NA
"Heraclea";415;0,636514168294813;1,09861228866811;0,462098120373297;0,420619835714305
"Heraclea Illyricum";350;0;0;0;NA
"Illyria ";350;0;0,693147180559945;0,693147180559945;1
"Istrus";415;0;0;0;NA
"Lampsacus";390;0;0;0;NA
"Larissa";415;0;1,09861228866811;1,09861228866811;1
"Locri Opuntii";370;0,693147180559945;0,693147180559945;0;0
"Lucania ";350;0;0;0;NA
"Lycia";390;0,693147180559945;0,693147180559945;0;0
"Mesma";350;0;1,09861228866811;1,09861228866811;1
"Molossi";350;0;0;0;NA
"Nacona";415;0;0;0;NA
"Olynthus";415;0;0;0;NA
"Orthagoreia";350;0;0;0;NA
"Peparethus";350;0;0;0;NA
"Persia";415;0,693147180559945;0,693147180559945;0;0
"Pharnaceia";350;0;0,693147180559945;0,693147180559945;1
"Pharos (Lesina)";350;0;0;0;NA
"Phocian League ";415;0;0;0;NA
"Phocis ";370;0;0;0;NA
"Proconnesus";405;0;0;0;NA
"Sicyon";350;0;0;0;NA
"Sigeum";350;0;0,636514168294813;0,636514168294813;1
"Thebes";415;0;0,693147180559945;0,693147180559945;1
"Theodosia";350;0;0;0;NA
"Thurium";415;1,1231308210777;1,98322755068761;1,23949537522157;0,624988985652111
"Timoleon";350;1,52269992598575;2,61563057702755;1,18535027511646;0,453179545126556
"Zancle-Messana";415;0,730588061371122;2,99573227355399;2,26514421218287;0,756123713784213
"Acanthus";370;0;0;0;NA
"Acragas";415;1,31724337710511;2,51363846441691;1,4487667666567;0,576362427280397
"Adranum";370;0;1,03972077083992;1,03972077083992;1
"Aenus";415;0;0;0;NA
"Aetna";370;0;0;0;NA
"Arcadia";370;0,636514168294813;1,09861228866811;0,462098120373297;0,420619835714305
"Athens ";415;2,08376603748565;1,39539709232679;0,312142081808282;0,223694089320333
"Bergaeus";370;0;0;0;NA
"Calabria ";415;0;0;0;NA
"Consentia";370;0;0;0;NA
"Corinth";415;0;0;0;NA
"Cyrenaica ";370;0;0;0;NA
"Cyzicus";370;0;0;0;NA
"Entella";415;0;0;0;NA
"Halicarnassus ";370;0,693147180559945;0;0;NA
"Lamia ";370;1,09861228866811;0,636514168294813;0;0
"Maroneia";405;0;0;0;NA
"Neapolis";415;0,673011667009256;1,6094379124341;0,936426245424844;0,581834339920948
"Oetaei";370;0;0;0;NA
"Opus";370;0;0;0;NA
"Phalanna";370;0;0;0;NA
"Pherae";390;0;0;0;NA
"Phlius";370;0;0;0;NA
"Poseidonia";415;0;0,693147180559945;0,693147180559945;1
"Pydna";370;0;0;0;NA
"Samos";415;0;0;0;NA
"Stymphalus";370;0;0;0;NA
"Tegea";370;0,636514168294813;1,09861228866811;0,462098120373297;0,420619835714305
"Terina";415;1,17966801068413;2,55345453153065;1,60918554156934;0,630199410915191
"Thasos";370;1,50478828368119;2,16395565688206;0,659167373200866;0,304612236902594
"Tyre";370;0;0;0;NA
"Zacynthus";370;0;0;0;NA
"Aegina";415;0;0;0;NA
"Agyrium";390;0;0;0;NA
"Alexandria Troas ";390;0;0;0;NA
"Aradus";390;0;0;0;NA
"Boeotia";390;0;0;0;NA
"Campania ";405;0;0;0;NA
"Cebren";390;0;0;0;NA
"Chalcidice";415;0;0;0;NA
"Chios";390;0;0;0;NA
"Crete ";415;0;0;0;NA
"Cyrene";405;0;0;0;NA
"Dardanus";390;0;0;0;NA
"Hyria";415;0;0;0;NA
"Mallus";390;0;0;0;NA
"Mycalessus";390;0;0;0;NA
"Nola";390;0;0,693147180559945;0,693147180559945;1
"Orchomenus";390;0,693147180559945;0;0;NA
"Pamphylia ";390;0;0;0;NA
"Pharae";390;0;0;0;NA
"Tanagra";390;0;0;0;NA
"Tenedos";390;0,693147180559945;0,693147180559945;0;0
"Teuthrania";390;0;0;0;NA
"Thracian Chersonese ";390;0;0;0;NA
"Amisus";405;0;0;0;NA
"Antandrus";405;0;0;0;NA
"Bithynia ";405;0;0;0;NA
"Boeotian League ";405;1,79175946922805;1,12692879480068;0,346573590279973;0,307538144272259
"Bruttium ";405;0;0;0;NA
"Colchis";405;0,693147180559945;0,693147180559945;0;0
"Cumae";415;0;1,03972077083992;1,03972077083992;1
"Delphi";415;0;0,693147180559945;0,693147180559945;1
"Mesembria";415;0;0;0;NA
"Methymna";405;0;0;0;NA
"Pheneos";405;0;0;0;NA
"Propontis ";405;0;0;0;NA
"Rhegium";405;1,05492016798614;1,33217904021012;0,277258872223978;0,208124331531478
"Sinde";405;0;0;0;NA
"Soli";405;0;0;0;NA
"Allifae";415;0;0;0;NA
"Camarina";415;1,56071040904141;1,90728399932138;0,693147180559945;0,363421064092484
"Catana";415;1,27985422583367;2,16395565688206;0,884101431048389;0,408558016536369
"Eion";415;0;0;0;NA
"Eryx";415;0,636514168294813;1,09861228866811;0,462098120373297;0,420619835714305
"Gela";415;0,803314976140875;2,21106887114461;1,40775389500373;0,636684778740058
"Heraclea Lucania";415;1,01140426470735;1,56071040904141;0,549306144334055;0,351959044517067
"Heraclea Sintica";415;0;0;0;NA
"Himera";415;0,600166073159646;1,89378823239114;1,29362215923149;0,68308701950172
"Leontinoi";415;0;0;0;NA
"Lipara";415;0;0;0;NA
"Magnesia Ad Maeandrum ";415;0;0;0;NA
"Miletus";415;0;0;0;NA
"Motya";415;1,242453324894;1,79175946922805;0,549306144334055;0,306573596382729
"Naxos";415;1,03972077083992;1,38629436111989;0,346573590279973;0,25
"Nymphaeum";415;0,693147180559945;0;0;NA
"Panormus";415;0,562335144618808;1,03972077083992;0,47738562622111;0,459147917027245
"Pharsalus";415;0;0,636514168294813;0,636514168294813;1
"Phistelia";415;0,636514168294813;1,09861228866811;0,462098120373297;0,420619835714305
"Sardes";415;0,693147180559945;0,693147180559945;0;0
"Scione";415;0;0;0;NA
"Segesta";415;1,11874333598575;2,36938211969468;1,25063878370892;0,52783330021503
"Selinus";415;0,693147180559945;0;0;NA
"Seuthes II";415;0;0;0;NA
"Tauric Chersonesus ";415;0;0;0;NA
"The Sindi";415;0,636514168294813;0,636514168294813;0,462098120373297;0,725982457878719
"Thermae Himerenses";415;0;0;0;NA
"Abydus";370;0;0;0;NA
"Acarnanian League ";350;0;0;0;NA
"Alaesa";330;0;1,09861228866811;1,09861228866811;1
"Apollonia Pontica";405;1,03972077083992;1,38629436111989;0,346573590279973;0,25
"Argos";390;0;0;0;NA
"Byzantium";370;1,52295506753132;1,67698777432242;0,308065413582198;0,183701645473636
"Calchedon";425;1,09861228866811;0,636514168294813;0;0
"Caria ";370;1,09861228866811;1,32966134885476;0,462098120373297;0,34753068574288
"Carthage";405;0,693147180559945;0,693147180559945;0;0
"Centuripae";415;0;0;0;NA
"Cercinitis";330;0;0,693147180559945;0,693147180559945;1
"Chalcedon";405;0;0;0;NA
"Citium ";330;0;0;0;NA
"Elaea";425;0;0,693147180559945;0,693147180559945;1
"Enna";330;0;0;0;NA
"Ephesus";390;0;0;0;NA
"Epirote Kingdom ";330;0;0;0;NA
"Euboea";415;0;0;0;NA
"Heraclea ";330;0;0;0;NA
"Heraclea Pontica";415;1,56071040904141;0,450561208866305;0;0
"Herbessus";330;0;0;0;NA
"Hipponium";330;0;1,09861228866811;1,09861228866811;1
"Lesbos";330;0;0;0;NA
"Locri";330;0;0,693147180559945;0,693147180559945;1
"Macedonia";425;0;0;0;NA
"Metapontum";370;0;1,09861228866811;1,09861228866811;1
"Morgantina";415;0;0;0;NA
"Mytilene";415;0;0;0;NA
"Mytistratus";330;0;0;0;NA
"Olbia";370;0;1,50927342377754;1,50927342377754;1
"Olympia";405;0,693147180559945;0,693147180559945;0;0
"Paeonia ";350;0;0;0;NA
"Panticapaeum";425;0,633039511664468;2,36073609027385;1,72769657860939;0,731846556558115
"Petra";330;0;0;0;NA
"Phaestus";330;0;0;0;NA
"Philippi";350;0,693147180559945;0,693147180559945;0;0
"Phoenicia ";370;0;0;0;NA
"Rhodes";330;0,562335144618808;1,38629436111989;0,823959216501082;0,594360937770434
"Salamis ";405;0;0;0;NA
"Sicily ";425;0;1,09861228866811;1,09861228866811;1
"Sidon ";390;0;0;0;NA
"Sinope";415;0,529706199057655;1,31078367809971;0,993248868473664;0,757751935020742
"Syracuse";425;-2,22044604925031e-16;1,32966134885476;1,32966134885476;1
"Tarentum";415;0;1,38629436111989;1,38629436111989;1
"Tarsus";390;0,796311640173813;1,94591014905531;1,1495985088815;0,59077676810494
"Thessalian League ";425;0;0;0;NA
"Thrace";415;0;0;0;NA
"Velia";415;0,636514168294813;1,09861228866811;0,462098120373297;0,420619835714305
"Abdera";425;0,693147180559945;0,693147180559945;0;0
"Ambracia";350;0,271189373041844;2,45831132968308;2,18712195664124;0,889684691370314
"Amphipolis";390;0;0;0;NA
"Aspendus";350;0;0;0;NA
"Cappadocia ";350;0;0;0;NA
"Carystus";350;0;0;0;NA
"Chersonesus";350;0,796311640173813;1,27703425946614;0,951556457292944;0,745129936992247
"Cierium";350;0;0;0;NA
"Cilicia ";370;0;0,693147180559945;0,693147180559945;1
"Clazomenae";350;0;0;0;NA
"Crithote";350;0;0;0;NA
"Croton";405;1,04083983742324;2,5126585295298;1,55846208967656;0,620244283638571
"Cyprus";425;0;0;0;NA
"Dionysius I and Dionysius II";350;0,955699891112534;1,94591014905531;0,990210257942779;0,508867410154317
"Dyrrhachium";405;0;0,693147180559945;0,693147180559945;1
"Elis";415;0;0,693147180559945;0,693147180559945;1
"Epidaurus";350;0;0;0;NA
"Erythrae";350;0;0;0;NA
"Heraclea";415;0,636514168294813;1,09861228866811;0,462098120373297;0,420619835714305
"Heraclea Illyricum";350;0;0;0;NA
"Illyria ";350;0;0,693147180559945;0,693147180559945;1
"Istrus";415;0;0;0;NA
"Lampsacus";390;0;0;0;NA
"Larissa";425;0;0,693147180559945;0,693147180559945;1
"Locri Opuntii";370;0,693147180559945;0,693147180559945;0;0
"Lucania ";425;0;0;0;NA
"Lycia";390;0,693147180559945;0,693147180559945;0;0
"Mesma";350;0;1,09861228866811;1,09861228866811;1
"Molossi";350;0;0;0;NA
"Nacona";415;0;0;0;NA
"Olynthus";415;0;0;0;NA
"Orthagoreia";350;0;0;0;NA
"Peparethus";350;0;0;0;NA
"Persia";425;0;0;0;NA
"Pharnaceia";350;0;0,693147180559945;0,693147180559945;1
"Pharos (Lesina)";350;0;0;0;NA
"Phocian League ";415;0;0;0;NA
"Phocis ";370;0;0;0;NA
"Proconnesus";405;0;0;0;NA
"Sicyon";350;0;0;0;NA
"Sigeum";350;0;0,636514168294813;0,636514168294813;1
"Thebes";415;0;0,693147180559945;0,693147180559945;1
"Theodosia";350;0;0;0;NA
"Thurium";425;1,63850644450423;1,77858608245307;0,750383270225354;0,421898764208481
"Timoleon";350;1,52269992598575;2,61563057702755;1,18535027511646;0,453179545126556
"Zancle-Messana";415;0,730588061371122;2,99573227355399;2,26514421218287;0,756123713784213
"Acanthus";370;0;0;0;NA
"Acragas";425;0;0;0;NA
"Adranum";370;0;1,03972077083992;1,03972077083992;1
"Aenus";425;0,974314752869349;2,16608493924983;1,53834377666045;0,710195500086539
"Aetna";370;0;0;0;NA
"Arcadia";370;0,636514168294813;1,09861228866811;0,462098120373297;0,420619835714305
"Athens ";425;0;0,693147180559945;0,693147180559945;1
"Bergaeus";370;0;0;0;NA
"Calabria ";415;0;0;0;NA
"Consentia";370;0;0;0;NA
"Corinth";425;0;0;0;NA
"Cyrenaica ";370;0;0;0;NA
"Cyzicus";425;0;1,6094379124341;1,6094379124341;1
"Entella";415;0;0;0;NA
"Halicarnassus ";370;0,693147180559945;0;0;NA
"Lamia ";370;1,09861228866811;0,636514168294813;0;0
"Maroneia";405;0;0;0;NA
"Neapolis";415;0,673011667009256;1,6094379124341;0,936426245424844;0,581834339920948
"Oetaei";370;0;0;0;NA
"Opus";370;0;0;0;NA
"Phalanna";370;0;0;0;NA
"Pherae";390;0;0;0;NA
"Phlius";370;0;0;0;NA
"Poseidonia";415;0;0,693147180559945;0,693147180559945;1
"Pydna";370;0;0;0;NA
"Samos";415;0;0;0;NA
"Stymphalus";370;0;0;0;NA
"Tegea";370;0,636514168294813;1,09861228866811;0,462098120373297;0,420619835714305
"Terina";415;1,17966801068413;2,55345453153065;1,60918554156934;0,630199410915191
"Thasos";425;0;0;0;NA
"Tyre";370;0;0;0;NA
"Zacynthus";370;0;0;0;NA
"Aegina";415;0;0;0;NA
"Agyrium";390;0;0;0;NA
"Alexandria Troas ";390;0;0;0;NA
"Aradus";390;0;0;0;NA
"Boeotia";390;0;0;0;NA
"Campania ";405;0;0;0;NA
"Cebren";390;0;0;0;NA
"Chalcidice";415;0;0;0;NA
"Chios";390;0;0;0;NA
"Crete ";415;0;0;0;NA
"Cyrene";405;0;0;0;NA
"Dardanus";390;0;0;0;NA
"Hyria";415;0;0;0;NA
"Mallus";390;0;0;0;NA
"Mycalessus";390;0;0;0;NA
"Nola";390;0;0,693147180559945;0,693147180559945;1
"Orchomenus";390;0,693147180559945;0;0;NA
"Pamphylia ";390;0;0;0;NA
"Pharae";390;0;0;0;NA
"Tanagra";390;0;0;0;NA
"Tenedos";425;0;0;0;NA
"Teuthrania";390;0;0;0;NA
"Thracian Chersonese ";390;0;0;0;NA
"Amisus";405;0;0;0;NA
"Antandrus";405;0;0;0;NA
"Bithynia ";405;0;0;0;NA
"Boeotian League ";405;1,79175946922805;1,12692879480068;0,346573590279973;0,307538144272259
"Bruttium ";405;0;0;0;NA
"Colchis";405;0,693147180559945;0,693147180559945;0;0
"Cumae";415;0;1,03972077083992;1,03972077083992;1
"Delphi";415;0;0,693147180559945;0,693147180559945;1
"Mesembria";415;0;0;0;NA
"Methymna";405;0;0;0;NA
"Pheneos";405;0;0;0;NA
"Propontis ";405;0;0;0;NA
"Rhegium";425;0,693147180559945;0,693147180559945;0;0
"Sinde";405;0;0;0;NA
"Soli";405;0;0;0;NA
"Allifae";415;0;0;0;NA
"Camarina";415;1,56071040904141;1,90728399932138;0,693147180559945;0,363421064092484
"Catana";425;0,683738905848754;1,67698777432242;0,993248868473664;0,592281520284179
"Eion";415;0;0;0;NA
"Eryx";415;0,636514168294813;1,09861228866811;0,462098120373297;0,420619835714305
"Gela";415;0,803314976140875;2,21106887114461;1,40775389500373;0,636684778740058
"Heraclea Lucania";415;1,01140426470735;1,56071040904141;0,549306144334055;0,351959044517067
"Heraclea Sintica";415;0;0;0;NA
"Himera";415;0,600166073159646;1,89378823239114;1,29362215923149;0,68308701950172
"Leontinoi";415;0;0;0;NA
"Lipara";415;0;0;0;NA
"Magnesia Ad Maeandrum ";415;0;0;0;NA
"Miletus";415;0;0;0;NA
"Motya";415;1,242453324894;1,79175946922805;0,549306144334055;0,306573596382729
"Naxos";425;0,693147180559945;0;0;NA
"Nymphaeum";415;0,693147180559945;0;0;NA
"Panormus";415;0,562335144618808;1,03972077083992;0,47738562622111;0,459147917027245
"Pharsalus";425;0;0;0;NA
"Phistelia";415;0,636514168294813;1,09861228866811;0,462098120373297;0,420619835714305
"Sardes";415;0,693147180559945;0,693147180559945;0;0
"Scione";415;0;0;0;NA
"Segesta";415;1,11874333598575;2,36938211969468;1,25063878370892;0,52783330021503
"Selinus";425;1,27302833658963;2,19722457733622;0,924196240746594;0,420619835714305
"Seuthes II";415;0;0;0;NA
"Tauric Chersonesus ";415;0;0;0;NA
"The Sindi";415;0,636514168294813;0,636514168294813;0,462098120373297;0,725982457878719
"Thermae Himerenses";415;0;0;0;NA
"Caulonia";425;0;0;0;NA
"Corcyra";425;0,636514168294813;1,09861228866811;0,462098120373297;0,420619835714305
"Gargara";425;0;0;0;NA
"Mende";425;0;1,88915916375402;1,88915916375402;1
"Pharcadon";425;0;0;0;NA
"Syria ";425;0;0,693147180559945;0,693147180559945;1
"Thraco-Macedonia";425;0;0;0;NA
"Troezen";425;0,693147180559945;0;0;NA
"Abydus";370;0;0;0;NA
"Acarnanian League ";350;0;0;0;NA
"Alaesa";330;0;1,09861228866811;1,09861228866811;1
"Apollonia Pontica";405;1,03972077083992;1,38629436111989;0,346573590279973;0,25
"Argos";390;0;0;0;NA
"Byzantium";370;1,52295506753132;1,67698777432242;0,308065413582198;0,183701645473636
"Calchedon";425;1,09861228866811;0,636514168294813;0;0
"Caria ";370;1,09861228866811;1,32966134885476;0,462098120373297;0,34753068574288
"Carthage";405;0,693147180559945;0,693147180559945;0;0
"Centuripae";415;0;0;0;NA
"Cercinitis";330;0;0,693147180559945;0,693147180559945;1
"Chalcedon";405;0;0;0;NA
"Citium ";330;0;0;0;NA
"Elaea";425;0;0,693147180559945;0,693147180559945;1
"Enna";330;0;0;0;NA
"Ephesus";390;0;0;0;NA
"Epirote Kingdom ";330;0;0;0;NA
"Euboea";415;0;0;0;NA
"Heraclea ";330;0;0;0;NA
"Heraclea Pontica";415;1,56071040904141;0,450561208866305;0;0
"Herbessus";330;0;0;0;NA
"Hipponium";330;0;1,09861228866811;1,09861228866811;1
"Lesbos";435;0,693147180559945;1,38629436111989;0,693147180559945;0,5
"Locri";330;0;0,693147180559945;0,693147180559945;1
"Macedonia";435;1,09861228866811;1,09861228866811;0;0
"Metapontum";435;0;1,6094379124341;1,6094379124341;1
"Morgantina";415;0;0;0;NA
"Mytilene";415;0;0;0;NA
"Mytistratus";330;0;0;0;NA
"Olbia";435;1,03972077083992;1,03972077083992;0;0
"Olympia";435;0;0;0;NA
"Paeonia ";350;0;0;0;NA
"Panticapaeum";425;0,633039511664468;2,36073609027385;1,72769657860939;0,731846556558115
"Petra";330;0;0;0;NA
"Phaestus";330;0;0;0;NA
"Philippi";350;0,693147180559945;0,693147180559945;0;0
"Phoenicia ";370;0;0;0;NA
"Rhodes";330;0,562335144618808;1,38629436111989;0,823959216501082;0,594360937770434
"Salamis ";405;0;0;0;NA
"Sicily ";435;0;0,693147180559945;0,693147180559945;1
"Sidon ";390;0;0;0;NA
"Sinope";415;0,529706199057655;1,31078367809971;0,993248868473664;0,757751935020742
"Syracuse";435;0,636514168294813;1,09861228866811;0,462098120373297;0,420619835714305
"Tarentum";435;0,793730055158424;1,88487133357816;1,09114127841974;0,578894303808186
"Tarsus";390;0,796311640173813;1,94591014905531;1,1495985088815;0,59077676810494
"Thessalian League ";425;0;0;0;NA
"Thrace";415;0;0;0;NA
"Velia";435;0,636514168294813;0,636514168294813;0;0
"Abdera";435;0,693147180559945;0,693147180559945;0;0
"Ambracia";350;0,271189373041844;2,45831132968308;2,18712195664124;0,889684691370314
"Amphipolis";390;0;0;0;NA
"Aspendus";350;0;0;0;NA
"Cappadocia ";350;0;0;0;NA
"Carystus";350;0;0;0;NA
"Chersonesus";350;0,796311640173813;1,27703425946614;0,951556457292944;0,745129936992247
"Cierium";350;0;0;0;NA
"Cilicia ";370;0;0,693147180559945;0,693147180559945;1
"Clazomenae";435;0;0;0;NA
"Crithote";350;0;0;0;NA
"Croton";435;0;0;0;NA
"Cyprus";425;0;0;0;NA
"Dionysius I and Dionysius II";350;0,955699891112534;1,94591014905531;0,990210257942779;0,508867410154317
"Dyrrhachium";405;0;0,693147180559945;0,693147180559945;1
"Elis";415;0;0,693147180559945;0,693147180559945;1
"Epidaurus";350;0;0;0;NA
"Erythrae";350;0;0;0;NA
"Heraclea";435;0;0;0;NA
"Heraclea Illyricum";350;0;0;0;NA
"Illyria ";350;0;0,693147180559945;0,693147180559945;1
"Istrus";415;0;0;0;NA
"Lampsacus";390;0;0;0;NA
"Larissa";425;0;0,693147180559945;0,693147180559945;1
"Locri Opuntii";370;0,693147180559945;0,693147180559945;0;0
"Lucania ";435;0;0;0;NA
"Lycia";435;1,5498260458782;1,94591014905531;0,396084103177112;0,203546964061727
"Mesma";350;0;1,09861228866811;1,09861228866811;1
"Molossi";350;0;0;0;NA
"Nacona";415;0;0;0;NA
"Olynthus";415;0;0;0;NA
"Orthagoreia";350;0;0;0;NA
"Peparethus";350;0;0;0;NA
"Persia";435;0,693147180559945;0,693147180559945;0;0
"Pharnaceia";350;0;0,693147180559945;0,693147180559945;1
"Pharos (Lesina)";350;0;0;0;NA
"Phocian League ";415;0;0;0;NA
"Phocis ";435;0,693147180559945;0,693147180559945;0;0
"Proconnesus";405;0;0;0;NA
"Sicyon";350;0;0;0;NA
"Sigeum";350;0;0,636514168294813;0,636514168294813;1
"Thebes";435;1,38629436111989;0,562335144618808;0;0
"Theodosia";350;0;0;0;NA
"Thurium";425;1,63850644450423;1,77858608245307;0,750383270225354;0,421898764208481
"Timoleon";350;1,52269992598575;2,61563057702755;1,18535027511646;0,453179545126556
"Zancle-Messana";435;1,2130075659799;1,90615474653985;0,693147180559945;0,363636363636364
"Acanthus";370;0;0;0;NA
"Acragas";425;0;0;0;NA
"Adranum";370;0;1,03972077083992;1,03972077083992;1
"Aenus";425;0,974314752869349;2,16608493924983;1,53834377666045;0,710195500086539
"Aetna";370;0;0;0;NA
"Arcadia";370;0,636514168294813;1,09861228866811;0,462098120373297;0,420619835714305
"Athens ";435;1,25548232517875;0,974314752869349;0,411979608250541;0,422840367588877
"Bergaeus";370;0;0;0;NA
"Calabria ";415;0;0;0;NA
"Consentia";370;0;0;0;NA
"Corinth";435;0;0,693147180559945;0,693147180559945;1
"Cyrenaica ";370;0;0;0;NA
"Cyzicus";435;0,857174043642079;2,52321095295289;1,85087615746013;0,73353999803071
"Entella";415;0;0;0;NA
"Halicarnassus ";370;0,693147180559945;0;0;NA
"Lamia ";370;1,09861228866811;0,636514168294813;0;0
"Maroneia";405;0;0;0;NA
"Neapolis";435;0;0;0;NA
"Oetaei";370;0;0;0;NA
"Opus";370;0;0;0;NA
"Phalanna";370;0;0;0;NA
"Pherae";390;0;0;0;NA
"Phlius";370;0;0;0;NA
"Poseidonia";435;1,03972077083992;0,562335144618808;0,346573590279973;0,616311453403656
"Pydna";370;0;0;0;NA
"Samos";435;0;0;0;NA
"Stymphalus";370;0;0;0;NA
"Tegea";370;0,636514168294813;1,09861228866811;0,462098120373297;0,420619835714305
"Terina";435;0;2,27186851269656;2,27186851269656;1
"Thasos";425;0;0;0;NA
"Tyre";370;0;0;0;NA
"Zacynthus";370;0;0;0;NA
"Aegina";415;0;0;0;NA
"Agyrium";390;0;0;0;NA
"Alexandria Troas ";390;0;0;0;NA
"Aradus";390;0;0;0;NA
"Boeotia";390;0;0;0;NA
"Campania ";405;0;0;0;NA
"Cebren";435;0;0,950270539233234;0,950270539233234;1
"Chalcidice";415;0;0;0;NA
"Chios";390;0;0;0;NA
"Crete ";415;0;0;0;NA
"Cyrene";405;0;0;0;NA
"Dardanus";390;0;0;0;NA
"Hyria";415;0;0;0;NA
"Mallus";390;0;0;0;NA
"Mycalessus";390;0;0;0;NA
"Nola";390;0;0,693147180559945;0,693147180559945;1
"Orchomenus";390;0,693147180559945;0;0;NA
"Pamphylia ";390;0;0;0;NA
"Pharae";390;0;0;0;NA
"Tanagra";390;0;0;0;NA
"Tenedos";435;1,03972077083992;0,693147180559945;0,346573590279973;0,5
"Teuthrania";390;0;0;0;NA
"Thracian Chersonese ";390;0;0;0;NA
"Amisus";405;0;0;0;NA
